Player;Age;Min;Gls;Ast;CrdY;CrdR;G+A;SoT;Cmp;Cmp%;KP;Prog;SCA;GCA;Tkl+Int;Clr;PPM;Season;Team;League;Nationality;Position
Ronaël Pierre-Gabriel;21;574;0;1;3;0;16;0;1970;706;40;240;110;10;280;280;5;2019-2020;Mainz 05;Germany;France;Defender
Rony Lopes;23;134;0;0;0;0;0;2;430;827;0;30;10;10;20;0;12;2019-2020;Sevilla;Spain;Portugal;Forward
Rony Lopes;23;80;0;0;0;0;0;0;240;923;0;0;20;0;20;0;0;2019-2020;Monaco;France;Portugal;Forward
Roque Mesa;30;2012;1;3;11;0;18;9;7240;800;280;870;540;70;520;60;10;2019-2020;Leganés;Spain;Spain;Midfielder
Ross Barkley;25;1103;1;4;0;0;41;12;5400;877;250;480;470;50;220;120;205;2019-2020;Chelsea;England;England;Midfielder
Rouwen Hennings;31;2459;15;0;4;0;55;23;4300;695;260;360;530;40;150;340;94;2019-2020;Düsseldorf;Germany;Germany;Forward
Ruben Aguilar;26;1072;0;2;2;2;17;3;6660;842;140;510;240;30;500;250;132;2019-2020;Monaco;France;France;Defender
Ruben Gabrielsen;27;656;0;0;0;1;0;1;2340;842;10;80;20;0;130;550;13;2019-2020;Toulouse;France;Norway;Defender
Ruben Loftus-Cheek;23;208;0;1;0;0;43;0;1160;885;10;80;20;10;0;30;214;2019-2020;Chelsea;England;England;Midfielder
Ruben Vargas;20;2530;6;1;8;0;25;26;4200;639;210;740;610;50;640;310;10;2019-2020;Augsburg;Germany;Switzerland;Forward
Rubén Alcaraz;28;1927;2;2;10;0;19;8;8310;785;140;720;440;40;750;680;115;2019-2020;Valladolid;Spain;Spain;Midfielder
Rubén Duarte;23;2663;0;1;11;0;3;8;9330;712;110;930;370;60;880;1280;113;2019-2020;Alavés;Spain;Spain;Defender
Rubén García;26;2188;8;2;6;0;41;19;7190;704;500;890;980;70;600;220;127;2019-2020;Osasuna;Spain;Spain;Midfielder
Rubén Pardo;26;188;1;0;0;0;48;2;940;839;20;80;30;0;40;40;117;2019-2020;Bordeaux;France;Spain;Midfielder
Rubén Peña;28;1909;2;2;5;0;19;3;10270;782;160;850;290;40;680;600;162;2019-2020;Villarreal;Spain;Spain;Defender
Rubén Pérez;30;2194;1;1;9;0;8;2;8950;784;80;980;220;10;880;450;92;2019-2020;Leganés;Spain;Spain;Midfielder
Rubén Rochina;28;1875;5;3;5;0;38;14;7000;724;240;950;590;70;570;290;129;2019-2020;Levante;Spain;Spain;Midfielder
Rubén Sobrino;27;170;1;0;0;0;53;3;390;765;30;30;60;0;70;10;162;2019-2020;Valencia;Spain;Spain;Forward
Ruslan Malinovskyi;26;1535;8;3;7;1;64;27;7790;796;430;1060;1150;90;240;80;209;2019-2020;Atalanta;Italy;Ukraine;Midfielder
Ryad Boudebouz;29;1597;1;4;0;0;28;5;6960;722;410;800;660;50;330;50;10;2019-2020;Saint-Étienne;France;Algeria;Midfielder
Ryan Bennett;29;606;0;0;2;0;0;0;1850;774;20;150;50;10;100;450;145;2019-2020;Wolves;England;England;Defender
Ryan Bennett;29;331;0;0;0;0;0;0;1740;787;0;80;20;0;80;150;14;2019-2020;Leicester City;England;England;Defender
Ryan Bertrand;29;2742;1;1;3;1;7;4;12440;751;340;1270;620;10;740;760;138;2019-2020;Southampton;England;England;Defender
Ryan Fraser;25;2067;1;4;2;0;22;12;6480;682;430;1070;670;60;190;180;93;2019-2020;Bournemouth;England;Scotland;Midfielder
Ryan Fredericks;26;2237;0;3;7;0;12;0;7950;725;250;570;470;50;1060;910;111;2019-2020;West Ham;England;England;Defender
Ryan Sessegnon;19;342;0;0;0;0;0;0;1450;744;20;170;40;10;90;150;183;2019-2020;Tottenham;England;England;Defender
Rémi Walter;24;53;0;0;0;0;0;0;240;960;10;0;30;0;10;0;30;2019-2020;Nice;France;France;Midfielder
Rômulo;32;1723;1;3;3;0;21;7;4380;799;170;360;380;30;390;80;64;2019-2020;Brescia;Italy;Italy;Midfielder
Rômulo;32;20;0;0;0;0;0;0;50;625;0;10;0;0;10;10;30;2019-2020;Genoa;Italy;Italy;Defender
Rúben Neves;22;3056;2;2;9;0;12;10;15870;804;270;1450;640;50;950;530;155;2019-2020;Wolves;England;Portugal;Midfielder
Rúben Vezo;25;2610;0;0;4;0;0;2;9540;820;30;650;180;40;790;1890;128;2019-2020;Levante;Spain;Portugal;Defender
Rúben Vinagre;20;652;0;0;1;0;0;0;2570;747;50;60;90;0;350;200;15;2019-2020;Wolves;England;Portugal;Defender
Sabin Merino;27;78;0;0;0;0;0;0;170;810;10;0;10;0;10;0;0;2019-2020;Leganés;Spain;Spain;Forward
Sacha Boey;18;172;0;0;1;0;0;0;650;802;20;20;30;10;100;70;217;2019-2020;Rennes;France;France;Defender
Sada Thioub;24;1508;1;2;3;0;18;5;5550;797;260;730;560;40;300;80;13;2019-2020;Angers;France;Senegal;Midfielder
Sadio Mané;27;2747;18;7;3;0;82;36;9330;803;560;1200;1090;160;610;50;257;2019-2020;Liverpool;England;Senegal;Forward
Salif Sané;28;1126;2;1;3;0;24;3;5920;869;20;400;50;10;300;820;127;2019-2020;Schalke 04;Germany;Senegal;Defender
Salomon Kalou;33;146;1;0;0;0;62;2;290;659;10;40;10;10;40;20;0;2019-2020;Hertha BSC;Germany;C�te d'Ivoire;Forward
Salva Sevilla;35;2568;5;3;10;1;28;11;14460;829;540;1540;950;50;440;230;77;2019-2020;Mallorca;Spain;Spain;Midfielder
Salvatore Bocchetti;32;303;0;0;2;0;0;0;1470;835;0;150;10;0;110;270;14;2019-2020;Hellas Verona;Italy;Italy;Defender
Sam Byram;25;1293;0;0;4;0;0;2;6250;819;70;430;200;0;660;750;94;2019-2020;Norwich City;England;England;Defender
Sam Surridge;21;27;0;0;0;0;0;0;40;400;0;10;0;0;10;0;75;2019-2020;Bournemouth;England;England;Forward
Saman Ghoddos;25;231;1;0;1;0;39;3;730;760;60;130;90;20;50;40;8;2019-2020;Amiens;France;Iran;Forward
Sambou Sissoko;20;32;0;0;0;0;0;0;30;500;0;0;0;0;10;30;233;2019-2020;Reims;France;France;Forward
Sami Ben Amar;21;14;0;0;0;0;0;0;60;750;0;20;0;0;20;10;20;2019-2020;Nîmes;France;Morocco;Forward
Sami Khedira;32;681;0;1;3;0;13;3;2750;833;70;190;180;10;210;110;267;2019-2020;Juventus;Italy;Germany;Midfielder
Samir Santos;24;1546;1;0;3;0;6;3;6570;870;50;510;100;0;660;810;129;2019-2020;Udinese;Italy;Brazil;Defender
Samu Castillejo;24;1209;2;3;3;1;37;8;4220;754;410;400;660;60;430;60;178;2019-2020;Milan;Italy;Spain;Forward
Samuel Chukwueze;20;2048;3;2;2;0;22;11;5530;737;350;790;990;140;270;80;154;2019-2020;Villarreal;Spain;Nigeria;Midfielder
Samuel Di Carmine;30;1293;8;0;3;0;56;14;1810;707;50;40;190;20;30;110;95;2019-2020;Hellas Verona;Italy;Italy;Forward
Samuel Grandsir;22;1492;3;1;0;0;24;8;3910;728;200;330;420;40;400;80;108;2019-2020;Brest;France;France;Forward
Samuel Kalu;21;1357;1;1;4;0;13;11;3880;740;90;380;330;40;620;100;11;2019-2020;Bordeaux;France;Nigeria;Forward
Samuel Moutoussamy;22;523;0;0;0;0;0;1;2600;818;60;270;130;0;80;60;161;2019-2020;Nantes;France;Democratic Republic of the Congo;Defender
Samuel Umtiti;25;949;0;0;6;0;0;0;7490;927;0;420;50;20;280;470;238;2019-2020;Barcelona;Spain;France;Defender
Samúel Friðjónsson;23;192;0;0;1;0;0;0;870;845;0;50;0;0;50;70;0;2019-2020;Paderborn 07;Germany;Iceland;Midfielder
Sander Berge;21;943;1;1;0;0;19;2;2980;772;20;290;70;20;290;160;15;2019-2020;Sheffield Utd;England;Norway;Midfielder
Sandro Ramírez;24;1306;3;1;2;0;28;17;2730;726;120;200;340;20;140;30;113;2019-2020;Valladolid;Spain;Spain;Forward
Sandro Tonali;19;3014;1;7;9;0;24;7;11370;719;650;1610;1170;130;840;460;71;2019-2020;Brescia;Italy;Italy;Midfielder
Sanjin Prcić;25;78;0;0;0;0;0;1;550;948;0;70;10;0;10;0;0;2019-2020;Strasbourg;France;Bosnia and Herzegovina;Midfielder
Santi Cazorla;34;2450;11;9;3;0;73;14;14140;816;660;1750;1360;170;570;90;16;2019-2020;Villarreal;Spain;Spain;Midfielder
Santi Mina;23;1944;6;3;4;0;42;14;5000;708;190;540;490;70;250;270;106;2019-2020;Celta Vigo;Spain;Spain;Forward
Santiago Arias;27;1076;0;1;1;0;8;2;4980;763;100;690;210;20;390;350;164;2019-2020;Atlético Madrid;Spain;Colombia;Defender
Santiago Ascacíbar;22;634;0;1;2;0;14;0;2600;844;20;190;40;10;400;190;138;2019-2020;Hertha BSC;Germany;Argentina;Midfielder
Sargis Adamyan;26;746;5;1;1;0;72;10;1400;733;70;130;200;40;130;50;193;2019-2020;Hoffenheim;Germany;Armenia;Forward
Sarpreet Singh;20;72;0;0;0;0;0;0;220;759;0;30;10;0;10;0;30;2019-2020;Bayern Munich;Germany;New Zealand;Forward
Saîf-Eddine Khaoui;24;106;0;0;1;0;0;2;410;695;20;40;30;0;40;30;20;2019-2020;Marseille;France;Tunisia;Midfielder
Saúl Ñíguez;24;3072;6;0;10;0;18;8;13760;794;180;1630;520;20;1200;920;186;2019-2020;Atlético Madrid;Spain;Spain;Midfielder
Saša Lukić;22;1861;1;1;5;1;1;4;7280;864;120;680;380;10;610;200;107;2019-2020;Torino;Italy;Serbia;Midfielder
Scott Dann;32;1266;0;1;0;0;7;2;4610;831;50;280;70;10;230;800;113;2019-2020;Crystal Palace;England;England;Defender
Scott McTominay;22;1772;4;1;2;0;25;10;8160;820;140;820;340;20;730;520;185;2019-2020;Manchester Utd;England;Scotland;Midfielder
Sead Kolašinac;26;1701;0;2;4;0;11;0;8690;843;90;640;180;20;500;450;158;2019-2020;Arsenal;England;Bosnia and Herzegovina;Defender
Sean Longstaff;21;1378;1;1;2;1;13;6;5150;784;150;380;320;30;620;300;113;2019-2020;Newcastle Utd;England;England;Midfielder
Sebastiaan Bornauw;20;2447;6;0;5;1;22;7;9950;820;50;630;140;0;730;1400;104;2019-2020;Köln;Germany;Belgium;Defender
Sebastian Andersson;28;2682;12;1;5;0;44;35;4950;623;200;470;460;70;240;400;115;2019-2020;Union Berlin;Germany;Sweden;Forward
Sebastian Langkamp;31;314;0;0;3;0;0;1;1670;879;0;30;10;0;60;220;8;2019-2020;Werder Bremen;Germany;Germany;Defender
Sebastian Polter;28;330;2;2;1;1;109;1;560;691;90;80;140;30;40;10;77;2019-2020;Union Berlin;Germany;Germany;Forward
Sebastian Prödl;32;56;0;0;0;0;0;0;60;600;0;10;0;0;0;40;10;2019-2020;Watford;England;Austria;Defender
Sebastian Rode;28;1936;3;3;6;0;28;6;10250;848;230;1110;570;50;940;150;131;2019-2020;Eint Frankfurt;Germany;Germany;Midfielder
Sebastian Rudy;29;2734;1;3;9;0;13;9;12200;796;530;1470;900;90;950;510;153;2019-2020;Hoffenheim;Germany;Germany;Midfielder
Sebastian Schonlau;24;2070;2;0;2;0;9;4;12830;898;10;700;130;10;960;1660;78;2019-2020;Paderborn 07;Germany;Germany;Defender
Sebastian Vasiliadis;21;2808;1;1;10;0;6;8;8180;764;270;890;640;30;1170;660;53;2019-2020;Paderborn 07;Germany;Greece;Midfielder
Sebastian Walukiewicz;19;1165;0;0;1;0;0;0;5290;871;30;350;50;0;190;490;93;2019-2020;Cagliari;Italy;Poland;Defender
Sebastiano Esposito;17;199;1;0;2;0;45;3;410;661;30;50;70;0;60;0;238;2019-2020;Inter;Italy;Italy;Forward
Sebastiano Luperto;22;529;0;0;2;0;0;0;3470;911;10;280;50;0;140;210;144;2019-2020;Napoli;Italy;Italy;Defender
Sebastien De Maio;32;1500;0;0;1;0;0;3;5330;806;0;340;50;30;410;940;143;2019-2020;Udinese;Italy;France;Defender
Sebastián Cristóforo;25;877;0;0;1;0;0;3;410;837;30;10;50;0;70;0;128;2019-2020;Eibar;Spain;Uruguay;Midfielder
Sebastián Cristóforo;25;90;0;0;0;0;0;0;2320;739;70;300;150;0;490;20;0;2019-2020;Fiorentina;Italy;Uruguay;Midfielder
Sehrou Guirassy;23;1921;9;2;6;0;52;16;4550;732;130;310;370;100;110;210;91;2019-2020;Amiens;France;France;Forward
Seko Fofana;24;2249;3;7;4;0;4;13;9440;876;520;810;910;80;370;210;113;2019-2020;Udinese;Italy;C�te d'Ivoire;Midfielder
Senad Lulić;33;1573;0;2;6;0;11;3;6850;793;210;560;440;40;460;250;235;2019-2020;Lazio;Italy;Bosnia and Herzegovina;Defender
Senou Coulibaly;24;666;0;0;0;0;0;1;3220;841;10;190;30;0;240;530;5;2019-2020;Dijon;France;Mali;Defender
Serge Aurier;26;2700;1;5;4;1;2;4;12620;763;300;1110;480;50;1270;1050;164;2019-2020;Tottenham;England;C�te d'Ivoire;Defender
Serge Gnabry;24;2193;12;10;0;0;9;40;8830;783;470;860;980;170;550;40;245;2019-2020;Bayern Munich;Germany;Germany;Forward
Sergej Milinković-Savić;24;3029;7;4;9;0;33;23;13600;774;450;1730;1030;120;1070;600;203;2019-2020;Lazio;Italy;Serbia;Midfielder
Sergi Darder;25;2658;2;1;4;0;1;9;8040;748;280;970;620;30;680;280;67;2019-2020;Espanyol;Spain;Spain;Midfielder
Sergi Enrich;29;1865;1;4;6;0;24;6;3770;715;80;160;190;50;260;130;103;2019-2020;Eibar;Spain;Spain;Forward
Sergi Guardiola;28;2655;8;2;6;0;34;19;4550;681;150;440;500;60;230;180;114;2019-2020;Valladolid;Spain;Spain;Forward
Sergi Gómez;27;717;0;0;4;0;0;0;4340;893;20;120;50;0;90;460;20;2019-2020;Sevilla;Spain;Spain;Defender
Sergi Palencia;23;468;0;0;2;0;0;0;2170;792;20;210;50;0;190;70;67;2019-2020;Saint-Étienne;France;Spain;Defender
Sergi Roberto;27;2339;1;2;8;0;12;3;19640;921;270;1200;520;90;460;460;217;2019-2020;Barcelona;Spain;Spain;Defender
Sergio Agüero;31;1452;16;3;1;0;118;25;2840;774;160;320;510;80;90;30;208;2019-2020;Manchester City;England;Argentina;Forward
Sergio Bermejo;21;5;0;0;0;0;0;0;30;1000;0;10;0;0;0;0;0;2019-2020;Celta Vigo;Spain;Spain;Forward
Sergio Busquets;31;2483;2;2;9;0;14;4;23310;902;220;1830;570;110;1140;400;233;2019-2020;Barcelona;Spain;Spain;Midfielder
Sergio Camello;18;25;0;0;0;0;0;0;20;400;0;10;0;0;10;0;0;2019-2020;Atlético Madrid;Spain;Spain;Forward
Sergio Canales;28;3163;6;6;5;0;34;14;18650;840;760;1380;1380;140;380;170;106;2019-2020;Betis;Spain;Spain;Midfielder
Sergio Córdova;21;367;2;1;0;0;74;2;540;711;30;60;70;40;50;30;138;2019-2020;Augsburg;Germany;Venezuela;Forward
Sergio Escudero;29;773;1;0;2;0;12;6;4750;802;60;370;120;10;320;360;155;2019-2020;Sevilla;Spain;Spain;Defender
Sergio Floccari;37;942;1;0;3;0;1;5;2060;789;100;130;220;0;140;10;38;2019-2020;SPAL;Italy;Italy;Forward
Sergio León;30;672;1;0;2;0;13;5;630;583;20;60;80;10;80;20;123;2019-2020;Levante;Spain;Spain;Forward
Sergio Postigo;30;2374;1;1;6;0;8;3;8420;828;70;700;110;20;580;1790;154;2019-2020;Levante;Spain;Spain;Defender
Sergio Ramos;33;3013;11;0;10;0;33;11;19630;916;50;1150;200;20;910;1160;223;2019-2020;Real Madrid;Spain;Spain;Defender
Sergio Reguilón;22;2509;2;4;8;0;22;7;14260;797;410;1150;670;80;770;890;203;2019-2020;Sevilla;Spain;Spain;Defender
Sergio Álvarez;27;1147;0;0;6;0;0;0;390;736;0;0;0;0;0;0;128;2019-2020;Eibar;Spain;Spain;Midfielder
Shane Duffy;27;1238;1;0;2;0;7;1;5150;840;10;230;50;0;290;1160;116;2019-2020;Brighton;England;Ireland;Defender
Shane Long;32;1395;2;2;0;0;26;13;2260;558;150;280;310;30;210;120;154;2019-2020;Southampton;England;Ireland;Forward
Sheraldo Becker;24;540;0;2;1;0;33;4;810;609;80;120;150;30;60;30;62;2019-2020;Union Berlin;Germany;Suriname;Midfielder
Shkodran Mustafi;27;1207;0;1;2;0;7;3;6630;839;10;420;30;10;220;1110;14;2019-2020;Arsenal;England;Germany;Defender
Sidnei;29;1175;1;0;1;0;8;2;7780;910;10;280;70;10;320;720;8;2019-2020;Betis;Spain;Brazil;Defender
Sidy Sarr;23;1165;0;2;6;0;15;6;3700;727;100;340;230;20;460;340;95;2019-2020;Nîmes;France;Senegal;Midfielder
Simon Falette;27;90;0;0;0;0;0;0;460;807;10;30;20;0;20;110;0;2019-2020;Eint Frankfurt;Germany;Guinea;Defender
Simon Francis;34;969;0;0;5;1;0;0;4250;781;40;270;70;10;240;910;67;2019-2020;Bournemouth;England;England;Defender
Simon Kjær;30;292;0;0;2;0;0;1;1310;916;0;30;10;10;100;190;22;2019-2020;Atalanta;Italy;Denmark;Defender
Simon Kjær;30;1240;0;0;2;0;0;1;6080;891;0;330;20;0;360;680;253;2019-2020;Milan;Italy;Denmark;Defender
Simon Skrabb;24;257;0;0;1;0;0;1;720;735;20;70;40;10;70;20;5;2019-2020;Brescia;Italy;Finland;Midfielder
Simon Terodde;31;813;3;1;4;0;44;11;1020;622;60;110;140;30;170;140;109;2019-2020;Köln;Germany;Germany;Forward
Simone Edera;22;398;1;1;4;1;45;7;1020;785;60;80;170;20;140;40;85;2019-2020;Torino;Italy;Italy;Midfielder
Simone Iacoponi;32;3053;2;0;7;0;6;2;11710;852;30;580;130;20;790;1700;128;2019-2020;Parma;Italy;Italy;Defender
Simone Missiroli;33;2798;1;0;7;0;3;3;12400;848;160;1270;400;30;890;770;59;2019-2020;SPAL;Italy;Italy;Midfielder
Simone Muratore;21;165;0;0;0;0;0;2;1240;912;40;120;80;0;60;20;75;2019-2020;Juventus;Italy;Italy;Midfielder
Simone Pinna;21;90;0;0;1;0;0;0;640;821;20;90;30;0;50;20;0;2019-2020;Cagliari;Italy;Italy;Defender
Simone Verdi;27;2073;2;6;4;0;35;14;6390;707;440;840;850;130;250;40;91;2019-2020;Torino;Italy;Italy;Midfielder
Simone Zaza;28;1640;6;1;7;0;38;22;2130;644;100;180;240;30;210;150;10;2019-2020;Torino;Italy;Italy;Forward
Sinan Gümüş;25;96;0;0;0;0;0;2;280;875;0;0;20;0;0;0;10;2019-2020;Genoa;Italy;Turkey;Forward
Sofian Chakla;25;180;0;0;1;0;0;0;790;832;0;30;10;10;10;90;15;2019-2020;Villarreal;Spain;Morocco;Defender
Sofiane Alakouch;21;1400;0;0;3;0;0;4;6640;820;130;640;250;30;670;350;76;2019-2020;Nîmes;France;France;Defender
Sofiane Boufal;25;764;0;2;2;0;24;7;2470;760;150;250;400;30;260;20;95;2019-2020;Southampton;England;Morocco;Midfielder
Sofyan Amrabat;22;2919;1;1;10;2;6;6;15250;877;300;1410;750;50;900;310;129;2019-2020;Hellas Verona;Italy;Morocco;Midfielder
Sokratis Papastathopoulos;31;1696;2;0;6;0;11;2;8730;897;10;220;40;0;260;1080;153;2019-2020;Arsenal;England;Greece;Defender
Solly March;25;1143;0;1;2;0;8;8;4350;724;130;430;320;20;380;190;89;2019-2020;Brighton;England;England;Defender
Son Heung-min;27;2476;11;10;0;2;76;39;7050;799;430;690;950;210;460;190;167;2019-2020;Tottenham;England;South Korea;Forward
Soualiho Meïté;25;2201;0;2;5;0;8;3;7690;822;220;670;460;40;660;350;106;2019-2020;Torino;Italy;France;Midfielder
Souleyman Doumbia;22;90;0;0;0;0;0;0;2330;769;40;200;70;20;140;130;30;2019-2020;Rennes;France;C�te d'Ivoire;Defender
Souleyman Doumbia;22;450;0;1;1;0;2;0;380;792;10;30;10;0;20;20;18;2019-2020;Angers;France;C�te d'Ivoire;Defender
Souleymane Camara;36;163;0;0;0;0;0;2;330;767;50;60;60;0;10;10;115;2019-2020;Montpellier;France;Senegal;Forward
Stanislav Lobotka;24;1383;0;0;1;0;0;2;6080;941;60;370;160;10;200;40;82;2019-2020;Celta Vigo;Spain;Slovakia;Midfielder
Stanislav Lobotka;24;752;0;0;0;0;0;0;6830;879;100;610;260;20;300;80;221;2019-2020;Napoli;Italy;Slovakia;Midfielder
Stanley N'Soki;20;1273;0;1;3;0;7;1;9180;913;70;760;140;20;680;560;165;2019-2020;Nice;France;France;Defender
Stefan Ilsanker;30;418;0;0;2;0;0;0;3280;906;10;280;30;0;60;330;30;2019-2020;RB Leipzig;Germany;Austria;Defender
Stefan Ilsanker;30;838;2;1;4;0;32;2;4360;807;60;330;90;10;370;380;125;2019-2020;Eint Frankfurt;Germany;Austria;Defender
Stefan Lainer;26;2710;1;3;9;0;13;5;11050;707;410;1330;600;70;810;800;187;2019-2020;M'Gladbach;Germany;Austria;Defender
Stefan Mitrović;29;2053;1;1;4;0;9;2;8520;906;20;290;80;10;300;1260;139;2019-2020;Strasbourg;France;Serbia;Defender
Stefan Posch;22;2308;0;0;9;0;0;6;12110;818;50;870;230;20;1120;1330;15;2019-2020;Hoffenheim;Germany;Austria;Defender
Stefan Savić;28;1980;0;0;6;0;0;1;8640;834;20;640;50;0;250;1360;177;2019-2020;Atlético Madrid;Spain;Montenegro;Defender
Stefan de Vrij;27;2830;4;3;5;0;22;6;15250;927;100;760;230;30;710;1520;206;2019-2020;Inter;Italy;Netherlands;Defender
Stefano Denswil;26;2240;0;1;7;1;4;1;10920;863;90;860;240;20;730;1120;127;2019-2020;Bologna;Italy;Netherlands;Defender
Stefano Okaka;29;2415;8;2;10;0;37;14;4840;769;250;380;680;70;280;230;127;2019-2020;Udinese;Italy;Italy;Forward
Stefano Piccinini;16;9;0;0;0;0;0;0;200;909;10;10;10;0;0;0;0;2019-2020;Sassuolo;Italy;Italy;Defender
Stefano Sabelli;26;3168;0;3;5;0;9;4;14540;734;380;2120;630;30;1530;950;69;2019-2020;Brescia;Italy;Italy;Defender
Stefano Sensi;23;723;3;2;2;0;62;10;4220;819;150;520;420;70;190;30;225;2019-2020;Inter;Italy;Italy;Midfielder
Stefano Sturaro;26;1252;1;2;7;0;22;6;3660;735;110;370;280;40;450;300;131;2019-2020;Genoa;Italy;Italy;Midfielder
Stephan Lichtsteiner;35;1343;0;1;5;1;7;0;4040;692;90;550;180;20;320;510;8;2019-2020;Augsburg;Germany;Switzerland;Defender
Stephy Mavididi;21;1391;5;1;0;0;39;11;2930;818;60;260;250;10;270;40;113;2019-2020;Dijon;France;England;Forward
Stevan Jovetić;29;473;2;0;2;1;38;9;1380;660;50;220;170;10;20;30;122;2019-2020;Monaco;France;Montenegro;Forward
Steve Cook;28;2428;1;0;6;1;4;2;9930;813;30;560;60;0;410;2220;83;2019-2020;Bournemouth;England;England;Defender
Steven Alzate;20;1188;0;0;1;0;0;3;5640;849;130;560;300;10;380;140;111;2019-2020;Brighton;England;Colombia;Midfielder
Steven Bergwijn;21;704;3;1;2;0;51;4;2250;869;130;120;260;10;100;70;179;2019-2020;Tottenham;England;Netherlands;Forward
Steven Moreira;24;1389;0;0;3;2;0;0;5690;779;140;410;240;30;540;420;59;2019-2020;Toulouse;France;France;Defender
Steven Nzonzi;30;386;0;0;0;0;0;1;2720;910;10;100;40;0;90;230;20;2019-2020;Rennes;France;France;Midfielder
Steven Skrzybski;26;530;1;2;0;0;51;1;840;651;70;120;130;20;140;30;64;2019-2020;Düsseldorf;Germany;Germany;Forward
Steven Zuber;27;749;2;0;1;0;24;3;3500;818;60;270;110;0;160;140;15;2019-2020;Hoffenheim;Germany;Switzerland;Defender
Stiven Mendoza;27;1101;5;0;2;0;41;9;2640;704;60;350;220;30;250;50;8;2019-2020;Amiens;France;Colombia;Forward
Stoppila Sunzu;30;1352;0;0;2;1;0;0;4540;873;0;100;30;10;360;910;94;2019-2020;Metz;France;Zambia;Defender
Streli Mamba;25;1521;5;2;5;0;41;10;2120;768;80;90;260;30;210;80;67;2019-2020;Paderborn 07;Germany;Germany;Forward
Stuart Armstrong;27;1715;5;3;4;0;42;19;4660;761;160;600;500;90;580;220;15;2019-2020;Southampton;England;Scotland;Midfielder
Stéphane Bahoken;27;907;4;0;3;0;4;9;1500;735;100;60;210;30;80;60;155;2019-2020;Angers;France;Cameroon;Forward
Suat Serdar;22;1599;7;0;2;0;39;15;3860;775;90;470;330;30;840;110;165;2019-2020;Schalke 04;Germany;Germany;Midfielder
Suk Hyun-jun;28;262;1;1;3;0;69;3;280;491;30;50;40;10;50;20;131;2019-2020;Reims;France;South Korea;Forward
Suleiman Abdullahi;22;157;1;0;1;0;57;3;180;450;10;30;20;0;20;20;67;2019-2020;Union Berlin;Germany;Nigeria;Forward
Suso;25;785;1;1;0;0;23;7;2950;754;150;390;340;40;80;20;188;2019-2020;Sevilla;Spain;Spain;Forward
Suso;25;1359;1;2;2;0;2;12;5790;769;410;810;740;50;230;30;131;2019-2020;Milan;Italy;Spain;Forward
Sven Bender;30;2726;2;1;3;0;1;4;23180;928;30;880;130;20;1200;1690;191;2019-2020;Leverkusen;Germany;Germany;Defender
Sven Michel;29;1376;5;1;7;0;39;19;2350;633;210;270;410;50;190;70;48;2019-2020;Paderborn 07;Germany;Germany;Forward
Szymon Żurkowski;21;12;0;0;0;0;0;0;40;1000;0;0;0;0;0;10;20;2019-2020;Fiorentina;Italy;Poland;Midfielder
Séamus Coleman;30;1839;0;1;5;1;5;3;8130;768;80;800;230;30;620;560;13;2019-2020;Everton;England;Ireland;Defender
Sébastien Corchia;28;269;0;0;1;0;0;1;1490;801;70;170;110;0;40;60;33;2019-2020;Espanyol;Spain;France;Defender
Sébastien Haller;25;2266;7;1;1;0;32;27;5220;681;240;450;520;70;270;240;106;2019-2020;West Ham;England;C�te d'Ivoire;Forward
Tachi;21;238;0;0;1;0;0;0;430;729;0;20;0;0;40;160;133;2019-2020;Alavés;Spain;Spain;Defender
Tahith Chong;19;37;0;0;0;0;0;0;90;643;0;20;20;0;10;0;20;2019-2020;Manchester Utd;England;Netherlands;Forward
Taiwo Awoniyi;21;483;1;0;1;0;19;3;740;725;70;50;120;0;40;10;67;2019-2020;Mainz 05;Germany;Nigeria;Forward
Takashi Inui;31;1960;2;3;2;0;23;11;4360;738;190;360;450;40;400;140;117;2019-2020;Eibar;Spain;Japan;Midfielder
Takefusa Kubo;18;2312;4;4;4;0;31;25;5390;705;340;770;910;180;540;110;83;2019-2020;Mallorca;Spain;Japan;Midfielder
Takehiro Tomiyasu;20;2528;1;3;8;0;14;3;13670;832;140;1510;370;50;820;1070;128;2019-2020;Bologna;Italy;Japan;Defender
Takumi Minamino;24;249;0;0;0;0;0;2;980;883;10;50;30;0;40;20;19;2019-2020;Liverpool;England;Japan;Forward
Tammy Abraham;21;2215;15;3;2;0;73;35;2880;699;180;310;500;100;190;260;182;2019-2020;Chelsea;England;England;Forward
Tanguy Ndombele;22;1009;2;2;3;0;36;4;5320;846;130;600;280;20;360;80;105;2019-2020;Tottenham;England;France;Midfielder
Tariq Lamptey;18;32;0;0;0;0;0;0;120;857;10;10;10;0;20;0;30;2019-2020;Chelsea;England;England;Defender
Tariq Lamptey;18;588;0;1;2;0;15;0;1730;736;40;130;100;20;180;150;113;2019-2020;Brighton;England;England;Defender
Teemu Pukki;29;2886;11;3;3;0;44;32;4210;807;280;160;550;40;250;90;58;2019-2020;Norwich City;England;Finland;Forward
Theo Hernández;21;2817;6;3;10;0;29;17;16840;834;400;1580;920;80;1110;530;179;2019-2020;Milan;Italy;France;Defender
Theo Valls;23;1632;1;1;1;1;11;7;5380;773;230;610;410;10;410;210;91;2019-2020;Nîmes;France;France;Midfielder
